,bedType,bed,roomType,view,tuan,master_room_type,,,,room_name,stt
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Hilton Guestroom Plus,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Inner,2
Standart,twin twin ,Other,Standart,Other,Standard,Other,,,,Twin Kokomate - Twin,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Malaysian,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Marina View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin My,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin My (No Window),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin No Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Park  View Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Park Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Park View  Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Twin Plus One Room, Shared Bathroom",2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Private (Shared Bathroom),2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Private Loft Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - 2 Beds,2
share ,twin single ,Other,Standart,Other,Standard,Other,,,,Twin Room - 2 Single Beds,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Budget,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Budget - Shared Bath,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Bunk Bed,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Business,2
Standart,twin ,Other,Standart,city ,Standard,Other,,,,Twin Room - City View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Comfort,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Economy,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Female Only,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Grand,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Loft,2
pool ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Marina View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - No View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - No Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Pacific,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Panoramic,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Park View,2
Standart,twin ,Other,Standart,River,Standard,Other,,,,Twin Room - River View,2
Standart,twin ,Other,Standart,sea,Standard,Other,,,,Twin Room - Sea View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Signature,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room - Tower,2
Standart,twin single ,Other,Standart,Other,Standard,Other,,,,Twin Room (2 Single Beds),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room (Bunk Bed),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room (No Windows),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room (Private Room - Bunk Bed),2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room 1 Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room No Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room No Windows,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room Non Smoking,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room Tower 2,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room With Air-Con,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room With Garden View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room With Private Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room With Shared  Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room With Shower,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Room With Window,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,"Twin Room, 1 Double Bed, Smoking",2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,"Twin Room, 2 Double Beds (Free One-Way Airport Transfer)",2
Standart,twin twin ,Other,Standart,Other,Standard,Other,,,,"Twin Room, 2 Twin Beds",2
Standart,twin twin ,Other,Standart,Other,Standard,Other,,,,"Twin Room, 2 Twin Beds (Park)",2
Standart,twin twin ,Other,Standart,Other,Standard,Other,,,,"Twin Room, 2 Twin Beds, No Windows",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Twin Room, Lake View, Overwater (Panoramic)",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Twin Room, No Windows",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Twin Room, No Windows (Hollywood)",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Twin Room, Non Smoking",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Twin Room, Shared Bathroom",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Twin Room, Shared Bathroom (Private)",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Run Of The House,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Share Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Sharing,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Sharing Room,2
Standart,twin twin ,Other,Standart,Other,Standard,Other,,,,Twin Signature Twin,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Silka Room,2
Standart,twin single ,Other,Standart,Other,Standard,Other,,,,Twin Single,2
pool ,twin single ,Other,Standart,Other,Standard,Other,,,,Twin Single Bed,2
pool ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Skyline,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Standard,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Standard Holiwood Without Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Standard No Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Standard Pool View,2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Standard-Without Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Swiss Avantage,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Tower View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Towers View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Towers View Room (Formerly Grand Towers View Room),2
Standart,twin twin ,Other,Standart,Other,Standard,Other,,,,Twin Twin Beds Standard,2
Standart,twin twin ,Other,Standart,Other,Standard,Other,,,,Twin Twin Standard,2
shared ,twin twin ,Other,Standart,Other,Standard,Other,,,,Twin Twin Towers View Room,2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Two Beds,2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Urban,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Urban Den,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin With Balcony,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin With Fan - No Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin With View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Balcony,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Budget,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Budget (No Window),2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Bunk Bed,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Business,2
Standart,twin double ,Other,Standart,city ,Standard,Other,,,,Twin/Double Room - City View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Comfort,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Corner,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Diplomat,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Economy,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Economy - No View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Garden View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Grand,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Grand - Balcony,2
Standart,twin double ,Other,Standart,city ,Standard,Other,,,,Twin/Double Room - Grand - City View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Grand - Marina View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Grand - River View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Grand Room,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Heritage,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Honeymoon,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Loft,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Luxury - Corner,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Luxury - Park View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Marina View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Master,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - No Window,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Park View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Patio,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Pool Access,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Pool View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Prestige,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Quay,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - River View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Sea View,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Shared Bath,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Signature,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Terrace,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Tower,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin/Double Room - Vip,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Two Bedroom,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Two Bedroom Residensi,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Two Beds In 2 Bed Shared Room,2
studio apartment ,Other,Other,Standart,Other,Standard,Other,,,,"Two Beds In 2/3 Beds, Shared Room",2
studio ,Other,Other,Standart,Other,Standard,Other,,,,"Two Beds In 3/4 Beds, Shared Room",2
studio ,double ,Other,Standart,Other,Standard,Other,,,,Two Double Beds - Non-Smoking,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Two Queen Room,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Two-Bedroom Residensi,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Upgraded Room (Limited Time Offer),2
studio ,double ,Other,Standart,Other,Standard,Other,,,,Upper Floor Double Private Room,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Urban,2
studio ,Other,Other,Standart,city ,Standard,Other,,,,Urban (City View),2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Urban Bunk,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,"Urban Bunk, 1 Bunk Bed",2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Urban Chic,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Urban Den,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Urban Den Room,2
studio ,single ,Other,Standart,Other,Standard,Other,,,,"Urban Heritage, 1 Queen And 1 Single Bed",2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Urban King Room ,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Urban Loft,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Urban Room,2
studio ,twin ,Other,Standart,Other,Standard,Other,,,,Urban Twin,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,"Urban, Room",2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Vip,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Vip (4adults),2
studio ,double ,Other,Standart,Other,Standard,Other,,,,Vip Double,2
studio ,double ,Other,Standart,Other,Standard,Other,,,,Vip Double Bed,2
studio ,double ,Other,Standart,Other,Standard,Other,,,,Vip Double Room,2
studio ,Other,Other,Standart,city ,Standard,Other,,,,Vip Garden City View,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Vip Ii,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Vip Quad,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Vip Quad Room,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Vip Room,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Vip Room - Balcony - Sky View,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Vista - Flexible Rate,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Vista Plus - Flexible Rate,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Wake Up With Herbs,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Whimsical,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Wifi Oasis Queen Room With Balcony ,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Wild West,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Wonderful,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Wonderful Room,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,"Wonderful Room, 1 King Bed",2
studio ,twin ,Other,Standart,Other,Standard,Other,,,,Wonderful Twin,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Ying Hua,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Young Traveler,2
studio family ,Other,Other,Standart,Other,Standard,Other,,,,Zeeen,2
studio ,Other,Other,Standart,Other,Standard,Other,,,,Zen,2
studio ,Other,Other,suite ,Other,Standard Junior Suite,Other,,,,Junior Suite Standard,1
studio ,Other,Other,suite ,Other,Standard Junior Suite,Other,,,,Junior Suite Standard Zone,1
studio ,Other,Other,suite ,Other,Standard Junior Suite,Other,,,,Standard Junior Suite,1
studio ,Other,Other,suite ,Other,Standard Suite,Other,,,,Standard Suite,1
studio ,Other,Other,Standart suite ,Other,Standard suite ,Other,,,,Finlayson Suite (01 Bedroom),2
studio ,Other,Other,Standart suite ,Other,Standard suite ,Other,,,,Fire Suite,2
studio ,twin ,Other,superior ,Other,Standard Superior,Other,,,,Standard Superior Twin,1
studio ,twin ,Other,superior ,Other,Standard Superior,Other,,,,Superior Standard Twin,1
studio ,Other,Other,superior ,Other,Standard Superior,Other,,,,Standard / Superior,1
studio ,Other,Other,superior ,Other,Standard Superior,Other,,,,Standard Superior,1
studio ,Other,Other,superior ,Other,Standard Superior,Other,,,,Standard Superior No Window,1
studio ,Other,Other,superior ,Other,Standard Superior,Other,,,,Superior Standard Zone,1
studio ,Other,queen ,superior ,Other,Standard Superior,Other,,,,Superior Standard Queen,1
studio ,Other,Other,superior suite ,Other,Standard Superior Suite,Other,,,,Superior Suite Standard,1
studio ,double twin ,Other,Other,Other,Studio,Other,,,,Double Or Twin Studio,1
studio ,single ,Other,Other,Other,Studio,Other,,,,"Studio, 2 Single Beds",1
studio ,twin ,Other,Other,Other,Studio,Other,,,,Twin Studio Loft,1
studio ,twin ,Other,Other,Garden,Studio,Other,,,,Garden View Twin Studio,1
studio ,twin ,Other,Other,Other,Studio,Other,,,,Studio Twin,1
studio ,twin ,Other,Other,Other,Studio,Other,,,,Studio Twin Room,1
studio ,twin ,Other,Other,Other,Studio,Other,,,,"Studio, 2 Twin Beds (Twin)",1
studio ,twin ,Other,Other,Other,Studio,Other,,,,Twin Studio,1
studio ,Other,Other,Other,Other,Studio,Other,,,,Studio,1
studio ,Other,Other,Other,Other,Studio,Other,,,,Studio  Room,1
studio ,Other,Other,Other,Other,Studio,Other,,,,Studio Room,1
studio ,Other,Other,Other,City,Studio,Other,,,,"Studio, City View",1
studio ,Other,Other,Other,Other,Studio,Other,,,,Studio.,1
studio ,Other,queen ,Other,Other,Studio,Other,,,,Queen Studio,1
studio ,Other,queen ,Other,Other,Studio,Other,,,,Studio Queen,1
studio ,Other,queen ,Other,Other,Studio,Other,,,,"Studio, 1 Queen Bed",1
studio ,double ,Other,Other,Other,Studio,Other,,,,Double Studio,1
studio ,Other,Other,Studio,Other,Studio,Other,,,,Akyra Studio,2
studio ,Other,Other,Studio,Other,Studio,Other,,,,Cool Studio,2
studio ,Other,Other,Studio,Other,Studio,Other,,,,Standard Studio Apartment,2
studio ,Other,Other,Studio,Other,Studio,Other,,,,Standard Studio King,2
studio ,double ,Other,Studio,Other,Studio,Other,,,,"Standard Studio, 1 Double Bed, Non Smoking",2
studio ,Other,Other,Studio,Other,Studio,Other,,,,"Standard Studio, 1 King Bed, Kitchen",2
studio ,Other,Other,Studio,Other,Studio,Other,,,,"Standard Studio, 1 Queen Bed",2
studio ,Other,Other,Studio,Other,Studio,Other,,,,"Standard Studio, Kitchen",2
studio ,Other,Other,Studio,Other,Studio,Other,,,,1 Bedroom Studio,2
studio ,Other,Other,Studio,Other,Studio,Other,,,,"Basic Studio, 1 Queen Bed",2
studio ,Other,Other,Studio,Other,Studio,Other,,,,Budget Studio Room,2
studio ,Other,Other,Studio,city city ,Studio,Other,,,,"City Studio, Balcony, City View",2
studio ,Other,Other,Studio,Other,Studio,Other,,,,Corner Studio,2
studio ,Other,Other,Studio,Other,Studio,Other,,,,"Design Studio, Ensuite",2
studio studio ,double twin ,Other,Studio,Other,Studio,Other,,,,Double Or Twin Harbour Studio,2
