,bedType,bed,roomType,view,master_room_type,,,room_name,stt
Standart,twin ,Other,Standart,Other,Standard,,,Twin With Fan - No Window,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin With View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Balcony,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Budget,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Budget (No Window),2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Bunk Bed,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Business,2
Standart,twin double ,Other,Standart,city ,Standard,,,Twin/Double Room - City View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Comfort,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Corner,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Diplomat,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Economy,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Economy - No View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Garden View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Grand,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Grand - Balcony,2
Standart,twin double ,Other,Standart,city ,Standard,,,Twin/Double Room - Grand - City View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Grand - Marina View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Grand - River View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Grand Room,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Heritage,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Honeymoon,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Loft,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Luxury - Corner,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Luxury - Park View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Marina View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Master,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - No Window,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Park View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Patio,2
pool ,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Pool Access,2
pool ,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Pool View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Prestige,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Quay,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - River View,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Sea View,2
shared ,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Shared Bath,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Signature,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Terrace,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Tower,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin/Double Room - Vip,2
Standart,Other,Other,Standart,Other,Standard,,,Two Bedroom,2
Standart,Other,Other,Standart,Other,Standard,,,Two Bedroom Residensi,2
shared ,Other,Other,Standart,Other,Standard,,,Two Beds In 2 Bed Shared Room,2
shared ,Other,Other,Standart,Other,Standard,,,"Two Beds In 2/3 Beds, Shared Room",2
shared ,Other,Other,Standart,Other,Standard,,,"Two Beds In 3/4 Beds, Shared Room",2
Standart,double ,Other,Standart,Other,Standard,,,Two Double Beds - Non-Smoking,2
Standart,Other,Other,Standart,Other,Standard,,,Two Queen Room,2
Standart,Other,Other,Standart,Other,Standard,,,Two-Bedroom Residensi,2
Standart,Other,Other,Standart,Other,Standard,,,Upgraded Room (Limited Time Offer),2
Standart,double ,Other,Standart,Other,Standard,,,Upper Floor Double Private Room,2
Standart,Other,Other,Standart,Other,Standard,,,Urban,2
Standart,Other,Other,Standart,city ,Standard,,,Urban (City View),2
Standart,Other,Other,Standart,Other,Standard,,,Urban Bunk,2
Standart,Other,Other,Standart,Other,Standard,,,"Urban Bunk, 1 Bunk Bed",2
Standart,Other,Other,Standart,Other,Standard,,,Urban Chic,2
Standart,Other,Other,Standart,Other,Standard,,,Urban Den,2
Standart,Other,Other,Standart,Other,Standard,,,Urban Den Room,2
Standart,single ,Other,Standart,Other,Standard,,,"Urban Heritage, 1 Queen And 1 Single Bed",2
Standart,Other,Other,Standart,Other,Standard,,,Urban King Room ,2
Standart,Other,Other,Standart,Other,Standard,,,Urban Loft,2
Standart,Other,Other,Standart,Other,Standard,,,Urban Room,2
Standart,twin ,Other,Standart,Other,Standard,,,Urban Twin,2
Standart,Other,Other,Standart,Other,Standard,,,"Urban, Room",2
Standart,Other,Other,Standart,Other,Standard,,,Vip,2
Standart,Other,Other,Standart,Other,Standard,,,Vip (4adults),2
Standart,double ,Other,Standart,Other,Standard,,,Vip Double,2
Standart,double ,Other,Standart,Other,Standard,,,Vip Double Bed,2
Standart,double ,Other,Standart,Other,Standard,,,Vip Double Room,2
Standart,Other,Other,Standart,city ,Standard,,,Vip Garden City View,2
Standart,Other,Other,Standart,Other,Standard,,,Vip Ii,2
Standart,Other,Other,Standart,Other,Standard,,,Vip Quad,2
Standart,Other,Other,Standart,Other,Standard,,,Vip Quad Room,2
Standart,Other,Other,Standart,Other,Standard,,,Vip Room,2
Standart,Other,Other,Standart,Other,Standard,,,Vip Room - Balcony - Sky View,2
Standart,Other,Other,Standart,Other,Standard,,,Vista - Flexible Rate,2
Standart,Other,Other,Standart,Other,Standard,,,Vista Plus - Flexible Rate,2
Standart,Other,Other,Standart,Other,Standard,,,Wake Up With Herbs,2
Standart,Other,Other,Standart,Other,Standard,,,Whimsical,2
Standart,Other,Other,Standart,Other,Standard,,,Wifi Oasis Queen Room With Balcony ,2
Standart,Other,Other,Standart,Other,Standard,,,Wild West,2
Standart,Other,Other,Standart,Other,Standard,,,Wonderful,2
Standart,Other,Other,Standart,Other,Standard,,,Wonderful Room,2
Standart,Other,Other,Standart,Other,Standard,,,"Wonderful Room, 1 King Bed",2
Standart,twin ,Other,Standart,Other,Standard,,,Wonderful Twin,2
Standart,Other,Other,Standart,Other,Standard,,,Ying Hua,2
Standart,Other,Other,Standart,Other,Standard,,,Young Traveler,2
Standart,Other,Other,Standart,Other,Standard,,,Zeeen,2
Standart,Other,Other,Standart,Other,Standard,,,Zen,2
Standart,Other,Other,Standart suite ,Other,Standard suite ,,,Finlayson Suite (01 Bedroom),2
Standart,Other,Other,Standart suite ,Other,Standard suite ,,,Fire Suite,2
studio ,Other,Other,Studio,Other,Studio,,,Akyra Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Cool Studio,2
studio apartment ,Other,Other,Studio,Other,Studio,,,Standard Studio Apartment,2
studio ,Other,Other,Studio,Other,Studio,,,Standard Studio King,2
studio ,double ,Other,Studio,Other,Studio,,,"Standard Studio, 1 Double Bed, Non Smoking",2
studio ,Other,Other,Studio,Other,Studio,,,"Standard Studio, 1 King Bed, Kitchen",2
studio ,Other,Other,Studio,Other,Studio,,,"Standard Studio, 1 Queen Bed",2
studio ,Other,Other,Studio,Other,Studio,,,"Standard Studio, Kitchen",2
studio ,Other,Other,Studio,Other,Studio,,,1 Bedroom Studio,2
studio ,Other,Other,Studio,Other,Studio,,,"Basic Studio, 1 Queen Bed",2
studio ,Other,Other,Studio,Other,Studio,,,Budget Studio Room,2
studio ,Other,Other,Studio,city city ,Studio,,,"City Studio, Balcony, City View",2
studio ,Other,Other,Studio,Other,Studio,,,Corner Studio,2
studio ,Other,Other,Studio,Other,Studio,,,"Design Studio, Ensuite",2
studio ,double twin ,Other,Studio,Other,Studio,,,Double Or Twin Harbour Studio,2
studio ,double twin ,Other,Studio,Other,Studio,,,Double Or Twin Studio G,2
studio ,double ,Other,Studio,Other,Studio,,,Double Pearl Studio,2
studio ,double ,Other,Studio,Other,Studio,,,Double Silka Studio,2
studio ,double ,Other,Studio,Other,Studio,,,Double Smart Studio,2
studio ,double ,Other,Studio,Other,Studio,,,Double Studio,2
studio ,double ,Other,Studio,Other,Studio,,,Double Studio Loft,2
studio ,double twin ,Other,Studio,Other,Studio,,,Double/Twin Corner-Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Eco Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Eco Studio Room,2
studio ,Other,Other,Studio,Other,Studio,,,Garden View King Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Grand Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Hi Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Isanook Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Loft Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Mac Pearl Studio,2
studio ,Other,Other,Studio,Other,Studio,,,One Bedroom Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Pacific Harbour View Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Panoramic Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Parklane Split Level Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Pearl Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Queen Bed Studio #2 (1 Queen Bed + 2 Extra Mattress),2
studio ,Other,Other,Studio,Other,Studio,,,Silka Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Skyline Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Smart Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Stanadard Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Studio - 2,2
studio ,Other,Other,Studio,Other,Studio,,,Studio - 2 Adults,2
studio ,Other,Other,Studio,Other,Studio,,,Studio - Balcony,2
studio ,Other,Other,Studio,Other,Studio,,,Studio - Business,2
studio ,Other,Other,Studio,city ,Studio,,,Studio - City View,2
studio family ,Other,Other,Studio,Other,Studio,,,Studio - Family,2
studio ,Other,Other,Studio,Other,Studio,,,Studio - Grand,2
studio ,Other,Other,Studio,Other,Studio,,,Studio - Loft,2
studio ,Other,Other,Studio,Other,Studio,,,Studio - Marina View,2
studio ,Other,Other,Studio,Other,Studio,,,Studio - Non-Smoking,2
studio ,Other,Other,Studio,Other,Studio,,,Studio - Room Only,2
studio ,Other,Other,Studio,Other,Studio,,,Studio - Special,2
studio ,Other,Other,Studio,Other,Studio,,,Studio (2 Adults) Non-Smoking,2
studio ,Other,Other,Studio,Other,Studio,,,Studio (Bedroom + Living Room),2
studio ,Other,Other,Studio,Other,Studio,,,Studio (Chic),2
studio ,double ,Other,Studio,Other,Studio,,,Studio (Double),2
studio ,Other,Other,Studio,Other,Studio,,,Studio (Prestige),2
studio ,Other,Other,Studio,Other,Studio,,,Studio + Breakfast,2
studio ,Other,Other,Studio,Other,Studio,,,Studio 1king Room,2
studio ,Other,Other,Studio,Other,Studio,,,Studio 2 Queens,2
studio ,Other,Other,Studio,Other,Studio,,,Studio A,2
studio ,Other,Other,Studio,Other,Studio,,,Studio B,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Balcony,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Business,2
studio ,Other,Other,Studio,Other,Studio,,,Studio C,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Chalet,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Chic,2
studio ,Other,Other,Studio,city ,Studio,,,Studio City View With Balcony,2
studio ,double ,Other,Studio,Other,Studio,,,Studio Corner Double,2
studio ,double ,Other,Studio,Other,Studio,,,Studio Double,2
studio ,double twin ,Other,Studio,Other,Studio,,,Studio Double Or Twin Window,2
studio ,double ,Other,Studio,Other,Studio,,,Studio Double Room,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Exclusive,2
studio ,Other,Other,Studio,Other,Studio,,,Studio G,2
studio ,Other,Other,Studio,Other,Studio,,,Studio King,2
studio ,Other,Other,Studio,Other,Studio,,,Studio King Bed,2
studio ,Other,Other,Studio,city ,Studio,,,Studio L City View With Balcony,2
studio ,Other,Other,Studio,Other,Studio,,,Studio L Room,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Loft,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Lower Floor Hot Deal,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Premiere,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Queen,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Queen Size Bed,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Riva Arun,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Room (Windowless).,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Room Only,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Room Queen Bed,2
studio ,Other,Other,Studio,Other,Studio,,,"Studio Room Type A,D (40-41 Sq.m)",2
studio ,Other,Other,Studio,Other,Studio,,,Studio Room White Building,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Room With Balcony,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Silka,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Skyline,2
studio studio ,Other,Other,Studio,Other,Studio,,,Studio Studio,2
studio studio apartment ,Other,Other,Studio,Other,Studio,,,Studio Studio Apartment,2
studio ,triple ,Other,Studio,Other,Studio,,,Studio Triple,2
studio ,twin ,Other,Studio,Other,Studio,,,Studio Twin,2
studio ,twin ,Other,Studio,Other,Studio,,,Studio Twin Bed,2
studio ,twin ,Other,Studio,Other,Studio,,,Studio Twin.,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Two Queen Beds,2
studio ,Other,Other,Studio,Other,Studio,,,Studio Type A,2
studio ,Other,Other,Studio,Other,Studio,,,Studio With 1 King Bed - No Smoking,2
studio ,Other,Other,Studio,Other,Studio,,,Studio With Balcony,2
studio ,Other,Other,Studio,Other,Studio,,,Studio With Breakfast,2
studio ,Other,Other,Studio,Other,Studio,,,"Studio, 1 Bedroom, Corner",2
studio ,double ,Other,Studio,Other,Studio,,,"Studio, 1 Double Bed",2
studio ,double ,Other,Studio,Other,Studio,,,"Studio, 1 Double Bed, Garden View",2
studio ,double twin ,Other,Studio,Other,Studio,,,"Studio, 1 Double Or 2 Twin Beds",2
studio ,Other,Other,Studio,Other,Studio,,,"Studio, 1 King Bed",2
studio ,Other,Other,Studio,city ,Studio,,,"Studio, 1 King Bed, City View",2
studio ,Other,Other,Studio,Other,Studio,,,"Studio, 1 King Bed, Non Smoking",2
studio ,Other,Other,Studio,Other,Studio,,,"Studio, 1 Queen Bed",2
studio ,Other,Other,Studio,Other,Studio,,,"Studio, 1 Queen Bed (Loft)",2
studio studio ,Other,Other,Studio,Other,Studio,,,"Studio, 1 Queen Bed (Studio A)",2
studio studio ,Other,Other,Studio,Other,Studio,,,"Studio, 2 Queen Beds ( Studio B)",2
studio ,twin ,Other,Studio,Other,Studio,,,"Studio, 2 Twin Beds",2
studio ,Other,Other,Studio,city ,Studio,,,"Studio, City View",2
studio ,Other,Other,Studio,Other,Studio,,,"Studio, No Windows",2
studio ,Other,Other,Studio,Other,Studio,,,"Studio, Non Smoking",2
studio ,Other,Other,Studio,Other,Studio,,,Super Spacious Studio Home,2
studio ,triple ,Other,Studio,Other,Studio,,,Triple Studio,2
studio ,twin ,Other,Studio,Other,Studio,,,Twin One Bedroom Studio,2
studio ,twin ,Other,Studio,Other,Studio,,,Twin Silka Studio,2
studio ,double ,Other,Studio,Other,Studio,,,Double Studio-Loft,2
studio ,Other,Other,Studio,Other,Studio,,,24 Hours Stay Studio Without Window,2
studio ,Other,Other,Studio,Other,Studio,,,Harbor Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Harbour Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Riva Arun Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Spa Studio,2
studio ,triple ,Other,Studio,Other,Studio,,,Triple Pearl Studio,2
studio ,Other,Other,Studio,Other,Studio,,,Urban Studio,2
studio ,Other,Other,Studio,Other,Studio,,,"Urban Studio, 1 Queen Bed",2
studio apartment ,Other,Other,studio apartment ,Other,studio apartment ,Apartment,,Quad Studio Apartment,2
studio apartment ,Other,Other,studio apartment ,Other,studio apartment ,Apartment,,Studio Apartment,2
studio apartment ,Other,Other,studio apartment ,Other,studio apartment ,Apartment,,Studio Apartment King Bed,2
studio apartment ,Other,Other,studio apartment ,Other,studio apartment ,Apartment,,Studio Apartment With Balcony,2
studio club ,Other,Other,studio club ,Other,studio club ,,,So Studio 1 King Bed Club Access,2
studio ,twin ,Other,Studio Deluxe,Other,Studio Deluxe,,,Twin Deluxe Studio,2
studio ,Other,Other,Studio Deluxe,Other,Studio Deluxe,,,Grand Deluxe Studio,2
studio ,double ,Other,Studio Deluxe,Other,Studio Deluxe,,,Double Deluxe Studio,2
studio ,twin ,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Twin Studio,2
studio ,Other,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe King Studio,2
studio ,double ,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Double Studio,2
studio ,Other,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio,2
studio ,Other,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio (45sqm),2
studio ,Other,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio (Checkin 8am - 8pm),2
studio ,Other,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio (Tower-A).,2
studio ,Other,king ,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio King Bed,2
studio ,Other,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio Room,2
studio ,Other,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio Suite,2
studio ,twin ,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio Twin,2
studio ,Other,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio With Balcony,2
studio ,Other,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio With Breakfast,2
studio ,Other,queen ,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio With Queen Bed,2
studio ,twin ,Other,Studio Deluxe,Other,Studio Deluxe,,,Deluxe Studio With Twin Bed,2
studio ,Other,Other,Studio Deluxe,Other,Studio Deluxe,,,"Deluxe Studio, 1 Bedroom",2
studio ,double ,Other,Studio Deluxe,Other,Studio Deluxe,,,"Deluxe Studio, 1 Double Bed",2
studio ,Other,king ,Studio Deluxe,Other,Studio Deluxe,,,"Deluxe Studio, 1 King Bed",2
